,message,spanId,METHOD,traceId,username,@timestamp,is_anomaly
897,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,9459ebef0ae144c999d9be16fcb7ee54,102118fe75594aa1bb9eb693079466fb,2023-06-16 16:51:48.642692,False
898,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,9459ebef0ae144c999d9be16fcb7ee54,102118fe75594aa1bb9eb693079466fb,2023-06-16 16:51:48.677692,False
899,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,9459ebef0ae144c999d9be16fcb7ee54,102118fe75594aa1bb9eb693079466fb,2023-06-16 16:51:48.743692,False
900,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,f1693bdda46a476f9fec3860963b82a5,97b4e751913c4e12999f37fdceaa3c98,2023-06-16 16:51:50.941692,False
901,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,f1693bdda46a476f9fec3860963b82a5,97b4e751913c4e12999f37fdceaa3c98,2023-06-16 16:51:51.053692,False
902,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,f1693bdda46a476f9fec3860963b82a5,97b4e751913c4e12999f37fdceaa3c98,2023-06-16 16:51:51.126692,False
903,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,f1693bdda46a476f9fec3860963b82a5,97b4e751913c4e12999f37fdceaa3c98,2023-06-16 16:51:51.301692,False
904,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,f1693bdda46a476f9fec3860963b82a5,97b4e751913c4e12999f37fdceaa3c98,2023-06-16 16:51:51.410692,False
905,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,f1693bdda46a476f9fec3860963b82a5,97b4e751913c4e12999f37fdceaa3c98,2023-06-16 16:51:51.554692,False
906,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,f1693bdda46a476f9fec3860963b82a5,97b4e751913c4e12999f37fdceaa3c98,2023-06-16 16:51:51.723692,False
907,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,f1693bdda46a476f9fec3860963b82a5,97b4e751913c4e12999f37fdceaa3c98,2023-06-16 16:51:51.837692,False
908,Programming on the web  I,b0029cd715624555a379067d02372196,M2,f1693bdda46a476f9fec3860963b82a5,97b4e751913c4e12999f37fdceaa3c98,2023-06-16 16:51:51.886692,False
909,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,f1693bdda46a476f9fec3860963b82a5,97b4e751913c4e12999f37fdceaa3c98,2023-06-16 16:51:51.955692,False
910,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,f1693bdda46a476f9fec3860963b82a5,97b4e751913c4e12999f37fdceaa3c98,2023-06-16 16:51:52.009692,False
911,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,f1693bdda46a476f9fec3860963b82a5,97b4e751913c4e12999f37fdceaa3c98,2023-06-16 16:51:52.101692,False
912,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,049f3f97a829427aa694326c5d189ec0,dacc4ef2666a4dc9a9cfc57c690f48c4,2023-06-16 16:51:54.231692,False
913,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,049f3f97a829427aa694326c5d189ec0,dacc4ef2666a4dc9a9cfc57c690f48c4,2023-06-16 16:51:54.430692,False
914,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,049f3f97a829427aa694326c5d189ec0,dacc4ef2666a4dc9a9cfc57c690f48c4,2023-06-16 16:51:54.568692,False
915,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,049f3f97a829427aa694326c5d189ec0,dacc4ef2666a4dc9a9cfc57c690f48c4,2023-06-16 16:51:54.586692,False
916,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,049f3f97a829427aa694326c5d189ec0,dacc4ef2666a4dc9a9cfc57c690f48c4,2023-06-16 16:51:54.696692,False
917,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,049f3f97a829427aa694326c5d189ec0,dacc4ef2666a4dc9a9cfc57c690f48c4,2023-06-16 16:51:54.887692,False
918,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,049f3f97a829427aa694326c5d189ec0,dacc4ef2666a4dc9a9cfc57c690f48c4,2023-06-16 16:51:55.020692,False
919,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,049f3f97a829427aa694326c5d189ec0,dacc4ef2666a4dc9a9cfc57c690f48c4,2023-06-16 16:51:55.056692,False
920,Programming on the web  I,b0029cd715624555a379067d02372196,M2,049f3f97a829427aa694326c5d189ec0,dacc4ef2666a4dc9a9cfc57c690f48c4,2023-06-16 16:51:55.123692,False
921,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,049f3f97a829427aa694326c5d189ec0,dacc4ef2666a4dc9a9cfc57c690f48c4,2023-06-16 16:51:55.144692,False
922,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,049f3f97a829427aa694326c5d189ec0,dacc4ef2666a4dc9a9cfc57c690f48c4,2023-06-16 16:51:55.192692,False
923,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,049f3f97a829427aa694326c5d189ec0,dacc4ef2666a4dc9a9cfc57c690f48c4,2023-06-16 16:51:55.299692,False
924,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,eac4a80a43844db08d6c69ff3bb92e83,0a907956a41343be8d901752bdf1f49a,2023-06-16 16:51:57.560692,False
925,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,eac4a80a43844db08d6c69ff3bb92e83,0a907956a41343be8d901752bdf1f49a,2023-06-16 16:51:57.684692,False
926,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,eac4a80a43844db08d6c69ff3bb92e83,0a907956a41343be8d901752bdf1f49a,2023-06-16 16:51:57.706692,False
927,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,eac4a80a43844db08d6c69ff3bb92e83,0a907956a41343be8d901752bdf1f49a,2023-06-16 16:51:57.857692,False
928,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,eac4a80a43844db08d6c69ff3bb92e83,0a907956a41343be8d901752bdf1f49a,2023-06-16 16:51:57.897692,False
929,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,eac4a80a43844db08d6c69ff3bb92e83,0a907956a41343be8d901752bdf1f49a,2023-06-16 16:51:57.979692,False
930,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,eac4a80a43844db08d6c69ff3bb92e83,0a907956a41343be8d901752bdf1f49a,2023-06-16 16:51:58.154692,False
931,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,eac4a80a43844db08d6c69ff3bb92e83,0a907956a41343be8d901752bdf1f49a,2023-06-16 16:51:58.272692,False
932,Programming on the web  I,b0029cd715624555a379067d02372196,M2,eac4a80a43844db08d6c69ff3bb92e83,0a907956a41343be8d901752bdf1f49a,2023-06-16 16:51:58.354692,False
933,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,eac4a80a43844db08d6c69ff3bb92e83,0a907956a41343be8d901752bdf1f49a,2023-06-16 16:51:58.513692,False
934,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,eac4a80a43844db08d6c69ff3bb92e83,0a907956a41343be8d901752bdf1f49a,2023-06-16 16:51:58.540692,False
935,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,eac4a80a43844db08d6c69ff3bb92e83,0a907956a41343be8d901752bdf1f49a,2023-06-16 16:51:58.621692,False
936,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,74b8341b65ed41a6807c68b235ca96dd,33b4f4a9ef6640a1a056ecc73f317def,2023-06-16 16:52:00.107692,False
937,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,74b8341b65ed41a6807c68b235ca96dd,33b4f4a9ef6640a1a056ecc73f317def,2023-06-16 16:52:00.130692,False
938,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,74b8341b65ed41a6807c68b235ca96dd,33b4f4a9ef6640a1a056ecc73f317def,2023-06-16 16:52:00.202692,False
939,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,74b8341b65ed41a6807c68b235ca96dd,33b4f4a9ef6640a1a056ecc73f317def,2023-06-16 16:52:00.402692,False
940,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,74b8341b65ed41a6807c68b235ca96dd,33b4f4a9ef6640a1a056ecc73f317def,2023-06-16 16:52:00.571692,False
941,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,74b8341b65ed41a6807c68b235ca96dd,33b4f4a9ef6640a1a056ecc73f317def,2023-06-16 16:52:00.732692,False
942,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,74b8341b65ed41a6807c68b235ca96dd,33b4f4a9ef6640a1a056ecc73f317def,2023-06-16 16:52:00.748692,False
943,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,74b8341b65ed41a6807c68b235ca96dd,33b4f4a9ef6640a1a056ecc73f317def,2023-06-16 16:52:00.798692,False
944,Programming on the web  I,b0029cd715624555a379067d02372196,M2,74b8341b65ed41a6807c68b235ca96dd,33b4f4a9ef6640a1a056ecc73f317def,2023-06-16 16:52:00.910692,False
945,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,74b8341b65ed41a6807c68b235ca96dd,33b4f4a9ef6640a1a056ecc73f317def,2023-06-16 16:52:00.990692,False
946,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,74b8341b65ed41a6807c68b235ca96dd,33b4f4a9ef6640a1a056ecc73f317def,2023-06-16 16:52:01.173692,False
947,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,74b8341b65ed41a6807c68b235ca96dd,33b4f4a9ef6640a1a056ecc73f317def,2023-06-16 16:52:01.328692,False
948,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,4f2af2b75dc046b48899c3ebbcba2c2f,869562bca6334e56856c779a1b8e06c6,2023-06-16 16:52:03.460692,False
949,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,4f2af2b75dc046b48899c3ebbcba2c2f,869562bca6334e56856c779a1b8e06c6,2023-06-16 16:52:03.540692,False
950,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,4f2af2b75dc046b48899c3ebbcba2c2f,869562bca6334e56856c779a1b8e06c6,2023-06-16 16:52:03.590692,False
951,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,4f2af2b75dc046b48899c3ebbcba2c2f,869562bca6334e56856c779a1b8e06c6,2023-06-16 16:52:03.624692,False
952,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,4f2af2b75dc046b48899c3ebbcba2c2f,869562bca6334e56856c779a1b8e06c6,2023-06-16 16:52:03.786692,False
953,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,4f2af2b75dc046b48899c3ebbcba2c2f,869562bca6334e56856c779a1b8e06c6,2023-06-16 16:52:03.919692,False
954,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,4f2af2b75dc046b48899c3ebbcba2c2f,869562bca6334e56856c779a1b8e06c6,2023-06-16 16:52:03.971692,False
955,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,4f2af2b75dc046b48899c3ebbcba2c2f,869562bca6334e56856c779a1b8e06c6,2023-06-16 16:52:03.992692,False
956,Programming on the web  I,b0029cd715624555a379067d02372196,M2,4f2af2b75dc046b48899c3ebbcba2c2f,869562bca6334e56856c779a1b8e06c6,2023-06-16 16:52:04.030692,False
957,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,4f2af2b75dc046b48899c3ebbcba2c2f,869562bca6334e56856c779a1b8e06c6,2023-06-16 16:52:04.217692,False
958,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,4f2af2b75dc046b48899c3ebbcba2c2f,869562bca6334e56856c779a1b8e06c6,2023-06-16 16:52:04.323692,False
959,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,4f2af2b75dc046b48899c3ebbcba2c2f,869562bca6334e56856c779a1b8e06c6,2023-06-16 16:52:04.398692,False
960,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,7f917345eebe4d9588d9d36eb613fbf6,f36baa9465384c338df6087a26d29b38,2023-06-16 16:52:06.247692,False
961,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,7f917345eebe4d9588d9d36eb613fbf6,f36baa9465384c338df6087a26d29b38,2023-06-16 16:52:06.290692,False
962,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,7f917345eebe4d9588d9d36eb613fbf6,f36baa9465384c338df6087a26d29b38,2023-06-16 16:52:06.479692,False
963,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,7f917345eebe4d9588d9d36eb613fbf6,f36baa9465384c338df6087a26d29b38,2023-06-16 16:52:06.517692,False
964,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,7f917345eebe4d9588d9d36eb613fbf6,f36baa9465384c338df6087a26d29b38,2023-06-16 16:52:06.700692,False
965,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,7f917345eebe4d9588d9d36eb613fbf6,f36baa9465384c338df6087a26d29b38,2023-06-16 16:52:06.830692,False
966,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,7f917345eebe4d9588d9d36eb613fbf6,f36baa9465384c338df6087a26d29b38,2023-06-16 16:52:06.945692,False
967,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,7f917345eebe4d9588d9d36eb613fbf6,f36baa9465384c338df6087a26d29b38,2023-06-16 16:52:07.048692,False
968,Programming on the web  I,b0029cd715624555a379067d02372196,M2,7f917345eebe4d9588d9d36eb613fbf6,f36baa9465384c338df6087a26d29b38,2023-06-16 16:52:07.227692,False
969,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,7f917345eebe4d9588d9d36eb613fbf6,f36baa9465384c338df6087a26d29b38,2023-06-16 16:52:07.396692,False
970,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,7f917345eebe4d9588d9d36eb613fbf6,f36baa9465384c338df6087a26d29b38,2023-06-16 16:52:07.568692,False
971,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,7f917345eebe4d9588d9d36eb613fbf6,f36baa9465384c338df6087a26d29b38,2023-06-16 16:52:07.610692,False
972,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,418f2fdd13ff41d28c124d3d9248f87b,ba3186a43c6f44be9e6dfcc079e0517f,2023-06-16 16:52:08.817692,False
973,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,418f2fdd13ff41d28c124d3d9248f87b,ba3186a43c6f44be9e6dfcc079e0517f,2023-06-16 16:52:08.993692,False
974,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,418f2fdd13ff41d28c124d3d9248f87b,ba3186a43c6f44be9e6dfcc079e0517f,2023-06-16 16:52:09.171692,False
975,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,418f2fdd13ff41d28c124d3d9248f87b,ba3186a43c6f44be9e6dfcc079e0517f,2023-06-16 16:52:09.363692,False
976,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,418f2fdd13ff41d28c124d3d9248f87b,ba3186a43c6f44be9e6dfcc079e0517f,2023-06-16 16:52:09.452692,False
977,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,418f2fdd13ff41d28c124d3d9248f87b,ba3186a43c6f44be9e6dfcc079e0517f,2023-06-16 16:52:09.554692,False
978,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,418f2fdd13ff41d28c124d3d9248f87b,ba3186a43c6f44be9e6dfcc079e0517f,2023-06-16 16:52:09.670692,False
979,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,418f2fdd13ff41d28c124d3d9248f87b,ba3186a43c6f44be9e6dfcc079e0517f,2023-06-16 16:52:09.840692,False
980,Programming on the web  I,b0029cd715624555a379067d02372196,M2,418f2fdd13ff41d28c124d3d9248f87b,ba3186a43c6f44be9e6dfcc079e0517f,2023-06-16 16:52:09.979692,False
981,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,418f2fdd13ff41d28c124d3d9248f87b,ba3186a43c6f44be9e6dfcc079e0517f,2023-06-16 16:52:10.042692,False
982,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,418f2fdd13ff41d28c124d3d9248f87b,ba3186a43c6f44be9e6dfcc079e0517f,2023-06-16 16:52:10.214692,False
983,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,418f2fdd13ff41d28c124d3d9248f87b,ba3186a43c6f44be9e6dfcc079e0517f,2023-06-16 16:52:10.295692,False
984,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,ddf3750346084747aa5606bfdc7cfdcb,0612cd59c69b450ea621c7a0c3d2c45d,2023-06-16 16:52:12.906692,False
985,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,ddf3750346084747aa5606bfdc7cfdcb,0612cd59c69b450ea621c7a0c3d2c45d,2023-06-16 16:52:12.980692,False
986,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,ddf3750346084747aa5606bfdc7cfdcb,0612cd59c69b450ea621c7a0c3d2c45d,2023-06-16 16:52:13.049692,False
987,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,ddf3750346084747aa5606bfdc7cfdcb,0612cd59c69b450ea621c7a0c3d2c45d,2023-06-16 16:52:13.241692,False
988,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,ddf3750346084747aa5606bfdc7cfdcb,0612cd59c69b450ea621c7a0c3d2c45d,2023-06-16 16:52:13.366692,False
989,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,ddf3750346084747aa5606bfdc7cfdcb,0612cd59c69b450ea621c7a0c3d2c45d,2023-06-16 16:52:13.409692,False
990,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,ddf3750346084747aa5606bfdc7cfdcb,0612cd59c69b450ea621c7a0c3d2c45d,2023-06-16 16:52:13.519692,False
991,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,ddf3750346084747aa5606bfdc7cfdcb,0612cd59c69b450ea621c7a0c3d2c45d,2023-06-16 16:52:13.666692,False
992,Programming on the web  I,b0029cd715624555a379067d02372196,M2,ddf3750346084747aa5606bfdc7cfdcb,0612cd59c69b450ea621c7a0c3d2c45d,2023-06-16 16:52:13.842692,False
993,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,ddf3750346084747aa5606bfdc7cfdcb,0612cd59c69b450ea621c7a0c3d2c45d,2023-06-16 16:52:13.862692,False
994,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,ddf3750346084747aa5606bfdc7cfdcb,0612cd59c69b450ea621c7a0c3d2c45d,2023-06-16 16:52:13.976692,False
995,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,ddf3750346084747aa5606bfdc7cfdcb,0612cd59c69b450ea621c7a0c3d2c45d,2023-06-16 16:52:14.044692,False
996,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,076361437bf74513ae4177a7772f60e2,5c82d315e81b4003ac0c262be7e9f750,2023-06-16 16:52:16.726692,False
997,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,076361437bf74513ae4177a7772f60e2,5c82d315e81b4003ac0c262be7e9f750,2023-06-16 16:52:16.799692,False
998,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,076361437bf74513ae4177a7772f60e2,5c82d315e81b4003ac0c262be7e9f750,2023-06-16 16:52:16.820692,False
999,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,076361437bf74513ae4177a7772f60e2,5c82d315e81b4003ac0c262be7e9f750,2023-06-16 16:52:16.832692,False
1000,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,076361437bf74513ae4177a7772f60e2,5c82d315e81b4003ac0c262be7e9f750,2023-06-16 16:52:16.972692,False
1001,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,076361437bf74513ae4177a7772f60e2,5c82d315e81b4003ac0c262be7e9f750,2023-06-16 16:52:17.091692,False
1002,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,076361437bf74513ae4177a7772f60e2,5c82d315e81b4003ac0c262be7e9f750,2023-06-16 16:52:17.252692,False
1003,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,076361437bf74513ae4177a7772f60e2,5c82d315e81b4003ac0c262be7e9f750,2023-06-16 16:52:17.276692,False
1004,Programming on the web  I,b0029cd715624555a379067d02372196,M2,076361437bf74513ae4177a7772f60e2,5c82d315e81b4003ac0c262be7e9f750,2023-06-16 16:52:17.340692,False
1005,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,076361437bf74513ae4177a7772f60e2,5c82d315e81b4003ac0c262be7e9f750,2023-06-16 16:52:17.426692,False
1006,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,076361437bf74513ae4177a7772f60e2,5c82d315e81b4003ac0c262be7e9f750,2023-06-16 16:52:17.476692,False
1007,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,076361437bf74513ae4177a7772f60e2,5c82d315e81b4003ac0c262be7e9f750,2023-06-16 16:52:17.512692,False
1008,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,6f8cccfb069a460da1a66b6564847c50,bf13a88127084211aadacedbb571e480,2023-06-16 16:52:19.044692,False
1009,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,6f8cccfb069a460da1a66b6564847c50,bf13a88127084211aadacedbb571e480,2023-06-16 16:52:19.096692,False
1010,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,6f8cccfb069a460da1a66b6564847c50,bf13a88127084211aadacedbb571e480,2023-06-16 16:52:19.157692,False
1011,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,6f8cccfb069a460da1a66b6564847c50,bf13a88127084211aadacedbb571e480,2023-06-16 16:52:19.183692,False
1012,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,6f8cccfb069a460da1a66b6564847c50,bf13a88127084211aadacedbb571e480,2023-06-16 16:52:19.255692,False
1013,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,6f8cccfb069a460da1a66b6564847c50,bf13a88127084211aadacedbb571e480,2023-06-16 16:52:19.303692,False
1014,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,6f8cccfb069a460da1a66b6564847c50,bf13a88127084211aadacedbb571e480,2023-06-16 16:52:19.393692,False
1015,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,6f8cccfb069a460da1a66b6564847c50,bf13a88127084211aadacedbb571e480,2023-06-16 16:52:19.453692,False
1016,Programming on the web  I,b0029cd715624555a379067d02372196,M2,6f8cccfb069a460da1a66b6564847c50,bf13a88127084211aadacedbb571e480,2023-06-16 16:52:19.619692,False
1017,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,6f8cccfb069a460da1a66b6564847c50,bf13a88127084211aadacedbb571e480,2023-06-16 16:52:19.653692,False
1018,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,6f8cccfb069a460da1a66b6564847c50,bf13a88127084211aadacedbb571e480,2023-06-16 16:52:19.741692,False
1019,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,6f8cccfb069a460da1a66b6564847c50,bf13a88127084211aadacedbb571e480,2023-06-16 16:52:19.937692,False
1020,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,aba3787b324642aab18b61c330df36c8,a44b308c7c8b415fae742b9e747610a5,2023-06-16 16:52:21.108692,False
1021,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,aba3787b324642aab18b61c330df36c8,a44b308c7c8b415fae742b9e747610a5,2023-06-16 16:52:21.215692,False
1022,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,aba3787b324642aab18b61c330df36c8,a44b308c7c8b415fae742b9e747610a5,2023-06-16 16:52:21.227692,False
1023,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,aba3787b324642aab18b61c330df36c8,a44b308c7c8b415fae742b9e747610a5,2023-06-16 16:52:21.309692,False
1024,Programming/SOL32/ ,37aaa0d4f24c4993ab090077eeda9cba,M1,aba3787b324642aab18b61c330df36c8,a44b308c7c8b415fae742b9e747610a5,2023-06-16 16:52:21.362692,False
1025,Programming and Testing in Java  ,37aaa0d4f24c4993ab090077eeda9cba,M1,aba3787b324642aab18b61c330df36c8,a44b308c7c8b415fae742b9e747610a5,2023-06-16 16:52:21.548692,False
1026,Programming  In a nutshell:,b0029cd715624555a379067d02372196,M2,aba3787b324642aab18b61c330df36c8,a44b308c7c8b415fae742b9e747610a5,2023-06-16 16:52:21.635692,False
1027,Programming for learning online software and using,b0029cd715624555a379067d02372196,M2,aba3787b324642aab18b61c330df36c8,a44b308c7c8b415fae742b9e747610a5,2023-06-16 16:52:21.828692,False
1028,Programming on the web  I,b0029cd715624555a379067d02372196,M2,aba3787b324642aab18b61c330df36c8,a44b308c7c8b415fae742b9e747610a5,2023-06-16 16:52:21.937692,False
1029,Programming_Context & = 4;,65f594343f3e4d27aff0e6114f67d7ed,M3,aba3787b324642aab18b61c330df36c8,a44b308c7c8b415fae742b9e747610a5,2023-06-16 16:52:22.013692,False
1030,"Programming"">Samples</a>",65f594343f3e4d27aff0e6114f67d7ed,M3,aba3787b324642aab18b61c330df36c8,a44b308c7c8b415fae742b9e747610a5,2023-06-16 16:52:22.136692,False
1031,"Programming.py"", line 977",65f594343f3e4d27aff0e6114f67d7ed,M3,aba3787b324642aab18b61c330df36c8,a44b308c7c8b415fae742b9e747610a5,2023-06-16 16:52:22.182692,False
1032,Programming  A large number of,b8db6d6b41394bdeae6e434cf280dc0e,M0,1f6b2e3435344afc972e097d109e5b6b,3a8d6b1b498844f387655f94a0352435,2023-06-16 16:52:25.060692,False
1033,Programming with Java Scripts: Java,b8db6d6b41394bdeae6e434cf280dc0e,M0,1f6b2e3435344afc972e097d109e5b6b,3a8d6b1b498844f387655f94a0352435,2023-06-16 16:52:25.130692,False
1034,Programming of NQs  ,b8db6d6b41394bdeae6e434cf280dc0e,M0,1f6b2e3435344afc972e097d109e5b6b,3a8d6b1b498844f387655f94a0352435,2023-06-16 16:52:25.329692,False
1035,"Programming_Module""   ",b8db6d6b41394bdeae6e434cf280dc0e,M0,1f6b2e3435344afc972e097d109e5b6b,3a8d6b1b498844f387655f94a0352435,2023-06-16 16:52:25.423692,False
